도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
가람문고,광주광역시,북구,작은도서관,매주 토·일요일,10:00,18:00,10:00,13:00,00:00,00:00,22,1084,0,0,3,7,"광주광역시 북구 서하로 314-1(오치동, 2층)",,070-7755-4028,,48.7,,35.1866827,126.9149586,2020-10-27,3620000,광주광역시 북구
송중문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,67,29491,18,0,5,14,서울특별시 강북구 도봉로20나길 6 (미아동),서울특별시강북구도시관리공단,02-944-3160,485,511,http://www.gblib.or.kr/songjung,37.618342,127.0299392,2020-12-01,3080000,서울특별시 강북구
수유문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,152,40132,33,0,5,14,서울특별시 강북구 삼양로 299 (수유동),서울특별시강북구도시관리공단,02-944-3170,990,951,http://www.gblib.or.kr/mia,37.63005097,127.017543,2020-12-01,3080000,서울특별시 강북구
미아문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,140,41434,38,0,5,14,서울특별시 강북구 솔매로49길 14 (미아동),서울특별시강북구도시관리공단,02-944-3180,1987,751,http://www.gblib.or.kr/suyu,37.627063,127.026981,2020-12-01,3080000,서울특별시 강북구
삼각산어린이도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,182,24353,5,567,5,14,서울특별시 강북구 삼양로19길 34 (미아동),서울특별시강북구도시관리공단,02-944-3190,1500,995,http://www.gblib.or.kr/kids,37.61514813,127.0207409,2020-12-01,3080000,서울특별시 강북구
소래도서관,인천광역시,남동구,공공도서관,매주월요일 및 국가지정 공휴일,06:00,22:00,06:00,22:00,06:00,22:00,150,103100,80,5643,5,15,인천광역시 남동구 앵고개로 793(논현동),인천광역시 남동구청,032-453-5940,1933,586,www.namdonglib.go.kr,37.393182230,126.723193400,2020-10-22,3530000,인천광역시 남동구
서창도서관,인천광역시,남동구,공공도서관,매주월요일 및 국가지정 공휴일,06:00,22:00,06:00,22:00,06:00,22:00,183,82164,78,5101,5,15,인천광역시 남동구 독곡로16번길 15(서창동),인천광역시 남동구청,032-453-5950,702,518,www.namdonglib.go.kr,37.436325300,126.746225200,2020-10-22,3530000,인천광역시 남동구
간석3동어린이도서관,인천광역시,남동구,공공도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,17:00,09:00,17:00,80,39734,33,0,5,15,인천광역시 남동구 용천로 186(간석동),인천광역시 남동구청,032-453-5927,1342,469,www.namdonglib.go.kr,37.466111690,126.714682000,2020-10-22,3530000,인천광역시 남동구
만수2동어린이도서관,인천광역시,남동구,공공도서관,매주월요일 및 국가지정 공휴일,09:00,18:00,09:00,17:00,09:00,17:00,65,30953,36,0,5,15,인천광역시 남동구 만수서로 46(만수동),인천광역시 남동구청,032-453-5741,1400,472,www.namdonglib.go.kr,37.461389400,126.731161700,2020-10-22,3530000,인천광역시 남동구
경상북도교육청구미도서관,경상북도,구미시,공공도서관,"둘째, 네째 월요일 및 관공서의 공휴일에 관한 규정에서 정한 공휴일(일요일은 개관화되 일요일과 다른 공휴일이 겹치는 경유 휴관)",09:00,20:00,09:00,17:00,00:00,00:00,590,263924,373,6563,5,14,경상북도 구미시 산책길 41 (원평동),경상북도교육청구미도서관,054-450-7000,2676,4722,http://www.gbelib.kr/,36.12417372,128.3313513,2020-12-02,8750686,경상북도교육청 경상북도교육청구미도서관
백령도서관,인천광역시,옹진군,공공도서관,매주월요일,09:00,21:00,09:00,21:00,09:00,18:00,34,46497,10,10,3,7,인천광역시 옹진군 백령면 백령로 260,백령면,032-899-3086,923.4,352.16,,37.97038803,124.7196892,2020-11-19,3580000,인천광역시 옹진군
대청도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,18:00,09:00,18:00,09:00,18:00,50,16912,10,10,5,14,인천광역시 옹진군 대청면 대청로244번길 116-22,대청면,032-836-9500,999.42,381.6,,37.832716,124.6955698,2020-11-19,3580000,인천광역시 옹진군
영흥도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,92,30047,10,10,3,14,인천광역시 옹진군 영흥면 영흥로251번길 90,영흥면,032-886-7710,985.74,496.63,,37.25609956,126.4833427,2020-11-19,3580000,인천광역시 옹진군
연평도서관,인천광역시,옹진군,작은도서관,매주월요일,09:00,21:00,09:00,18:00,09:00,18:00,30,4936,10,10,3,14,인천광역시 옹진군 연평면 연평로 184,연평면,032-832-1940,1417.06,358.45,,37.66251644,125.7048912,2020-11-19,3580000,인천광역시 옹진군
휴먼빌둥지작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,30,9863,0,0,5,14,"경상남도 양산시 물금읍 범어로 11, 일신건영휴먼빌아파트내(커뮤니티센터내)",,055-385-5310,46,46,http://lib.yangsan.go.kr,35.332616,129.010681,2020-10-22,5380000,경상남도 양산시
에버빌작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,42,9098,0,0,5,14,"경상남도 양산시 물금읍 신주로 64, 현진에버빌 주민공동시설 내",,070-4155-3838,72,72,http://lib.yangsan.go.kr,35.330643,129.015921,2020-10-22,5380000,경상남도 양산시
벌말도서관,경기도,안양시,공공도서관,"매주 금요일, 국가지정공휴일",09:00,20:00,09:00,17:00,09:00,17:00,130,52075,77,983,5,14,경기도 안양시 동안구 흥안대로434번길 19-27 (평촌동),안양시,031-8045-6301,448,753,http://lib.anyang.go.kr,37.3938426,126.9764293,2020-08-11,3830000,경기도 안양시
청사도서관,경상북도,성주군,공공도서관,매주 금요일,09:00,22:00,09:00,22:00,09:00,22:00,100,16000,350,180,5,14,경상북도 성주군 성주읍 청사도서관길13,경상북도 성주군청,054-933-3269,963,1175,,35.920992,128.283836,2020-07-15,5210000,경상북도 성주군
여주도서관,경기도,여주시,공공도서관,"매주 금요일, 공휴일",09:00,22:00,09:00,18:00,00:00,00:00,326,136571,53,7889,10,15,경기도 여주시 여양로 190-17,여주시청,031-885-4242,5000,4245,http://www.yjlib.go.kr,37.2997233,127.6511727,2020-07-20,5700000,경기도 여주시
세종도서관,경기도,여주시,공공도서관,"자료실: 매주 월요일 및 공휴일, 열람실 : 신정, 구정연휴, 추석연휴",08:00,00:00,08:00,00:00,08:00,00:00,177,185180,85,12064,10,15,경기도 여주시 영릉로 125,여주시청,031-886-5006,9557,1683,http://www.yjlib.go.kr,37.2974081306,127.6246801001,2020-07-20,5700000,경기도 여주시
운암2동작은도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,7,2921,2,0,5,15,"광주광역시 북구 북문대로 23(운암2동, 주민자치센터 1층)",광주광역시 북구 운암2동주민센터,062-410-8685,,60,,35.1741064,126.8825969260,2020-10-27,3620000,광주광역시 북구
운암3동작은도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:30,18:00,00:00,00:00,00:00,00:00,8,10508,2,0,5,15,"광주광역시 북구 서강로 129(운암3동, 주민센터 3층)",광주광역시 북구 운암3동주민센터,062-410-8695,,116,,35.1827847,126.8743154173,2020-10-27,3620000,광주광역시 북구
웃음꽃도서관,광주광역시,북구,작은도서관,없음,10:00,18:00,10:00,18:00,10:00,17:00,9,4000,0,0,3,7,"광주광역시 북구 일곡로 41번길 44, 101호(일곡동)",,000-000-0000,,40,,35.20935556,126.8911298368,2020-10-27,3620000,광주광역시 북구
은광작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,17:00,10:00,12:00,00:00,00:00,26,1200,0,0,3,7,광주광역시 북구 천변우로283번길 17-15(중앙동),,000-000-0000,,103,,35.1545967294,126.905576,2020-10-27,3620000,광주광역시 북구
은혜작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,11:00,18:00,15:00,18:00,00:00,00:00,11,1600,0,0,3,7,광주광역시 북구 문화소통로302번길 35(문화동),,062-266-6399,,33.54,,35.18151367,126.9278353,2020-10-27,3620000,광주광역시 북구
이음도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,17,2684,0,0,3,7,광주광역시 북구 삼정로 7(두암동),,062-266-8183,,47,,35.16528946,126.9345848,2020-10-27,3620000,광주광역시 북구
임동뜨란채희망도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,19:00,09:00,13:00,00:00,00:00,20,3200,0,0,3,7,"광주광역시 북구 천변우로 11-1(임동, 관리사무소)",,062-511-2255,,106.085,,35.16917613,126.8859318,2020-10-27,3620000,광주광역시 북구
임동작은도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",13:00,18:00,00:00,00:00,00:00,00:00,60,2206,0,0,5,15,"광주광역시 북구 서림로 109-1, 3층(임동)",광주광역시 북구 도서관과,062-510-1233,,219.45,,35.16195804,126.8980506,2020-10-27,3620000,광주광역시 북구
임동청소년문고,광주광역시,북구,작은도서관,매주 일요일,11:00,20:00,00:00,00:00,00:00,00:00,10,2624,55,0,3,7,광주광역시 북구 서림로100번길 20-12(임동),,062-528-0819,,82.5,,35.16253333,126.8961884,2020-10-27,3620000,광주광역시 북구
자우리작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,12,4347,0,0,3,7,"광주광역시 북구 양산택지로34번길 22(양산동, LG그린자이2차관리사무소)",,062-572-5070,,54,,35.20940213,126.8825238,2020-10-27,3620000,광주광역시 북구
주민작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,13:00,19:00,00:00,00:00,00:00,00:00,15,1600,1,0,3,7,광주광역시 북구 용전마을길 9-3(용전동),,062-255-4020,,47.1,,35.23719283,126.8945772,2020-10-27,3620000,광주광역시 북구
주쉼작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,17:00,10:00,12:00,00:00,00:00,16,1200,0,0,3,7,"광주광역시 북구 비엔날레로 68, 3층(용봉동)",,062-419-0191,,37.3,,35.1778774047,126.8896558538,2020-10-27,3620000,광주광역시 북구
제남도서관,제주특별자치도,서귀포시,공공도서관,국가공휴일+매주월요일+개관기념일(6월11일)+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,58,115155,43,3828,5,15,제주특별자치도 서귀포시 남원읍 남원체육관로 183,교육청,064-766-4600,4889,2040,http://www.jnlib.go.kr/,33.2795635903,126.7049600160,2020-12-01,6500000,제주특별자치도
강북문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,282,221535,70,38079,5,14,서울특별시 강북구 오현로 145 (번동),서울특별시강북구도시관리공단,02-944-3100,8002,5574,http://www.gblib.or.kr/gangbuk,37.625174,127.0360816,2020-12-01,3080000,서울특별시 강북구
강북청소년문화정보도서관,서울특별시,강북구,공공도서관,매월둘째넷째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,154,46569,40,101,5,14,서울특별시 강북구 삼양로54길 68 (미아동),서울특별시강북구도시관리공단,02-944-3140,692,1777,http://www.gblib.or.kr/youth,37.62308028,127.0215541,2020-12-01,3080000,서울특별시 강북구
솔샘문화정보도서관,서울특별시,강북구,공공도서관,매월첫째셋째월요일정부지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,132,56275,49,2374,5,14,서울특별시 강북구 솔샘로 177 (미아동),서울특별시강북구도시관리공단,02-944-3150,1019,944,http://www.gblib.or.kr/solsem,37.62047594,127.012452,2020-12-01,3080000,서울특별시 강북구
나비사랑 작은도서관,인천광역시,서구,작은도서관,매주 월요일,10:00,17:00,10:00,13:00,00:00,00:00,20,1200,0,0,0,0,인천광역시 서구 담지로 58,,,,,,37.53493817,126.660403,2020-10-14,3560000,인천광역시 서구
SF 영어 작은도서관,인천광역시,서구,작은도서관,매주 월요일,11:00,17:00,00:00,00:00,00:00,00:00,20,1500,0,0,5,14,인천광역시 서구 심곡로 17-1,,070-7717-3597,,,,37.54244373,126.6716546,2020-10-14,3560000,인천광역시 서구
동행작은도서관,인천광역시,서구,작은도서관,매주 수요일+일요일,10:00,16:00,12:00,16:00,00:00,00:00,20,2040,0,0,5,14,인천광역시 서구 고래울로 6-1,,032-258-1062,,,,37.48846687,126.6837645,2020-10-14,3560000,인천광역시 서구
이든샘작은도서관,인천광역시,서구,작은도서관,매주 일요일+월요일,11:00,18:00,11:00,16:00,00:00,00:00,15,1620,1,0,10,5,인천광역시 서구 봉화로 65,,032-564-8872,,,,37.59914945,126.6375171,2020-10-14,3560000,인천광역시 서구
청라자이작은도서관,인천광역시,서구,작은도서관,신정+설날+추석,09:00,24:00,09:00,24:00,09:00,22:00,72,1134,0,0,0,0,인천광역시 서구 청라에메랄드로 30,,032-569-7874,,,,37.5276740409,126.6570669456,2020-10-14,3560000,인천광역시 서구
큰빛작은도서관,인천광역시,서구,작은도서관,매주 일요일,13:00,17:00,00:00,00:00,00:00,00:00,25,2000,0,0,5,7,인천광역시 서구 심곡로 132번길 17,,070-4634-9061,,,,37.5457925775,126.6834419515,2020-10-14,3560000,인천광역시 서구
테바작은도서관,경기도,군포시,작은도서관,"매주일요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,14,2495,2,0,7,14,경기도 군포시 당동로12번길 5-4,구세군교회,031-459-3330,,39.6,,37.35131366,126.9429801,2020-10-27,4020000,경기도 군포시
추풍령초등학교학교도서관,충청북도,영동군,학교도서관,토요일+일요일+공휴일,08:40,16:40,00:00,00:00,00:00,00:00,45,12239,0,63,5,21,충청북도 영동군 추풍령면 추풍령로2길 7,충청북도 영동군 추풍령초등학교,043-742-2781,,,reading.cbe.go. kr,36.2150795068,127.9966214594,2020-12-01,4440000,충청북도 영동군
학산초등학교 도서관,충청북도,영동군,학교도서관,토요일+일요일+공휴일,09:00,17:00,00:00,00:00,00:00,00:00,20,10394,0,550,2,5,충청북도 영동군 학산면 서산동길 12-9,충청북도 영동군 학산초등학교,043-743-6397,,101.25,reading.cbe.go. kr,36.0915440846,127.6869653206,2020-12-01,4440000,충청북도 영동군
황간초등학교 월류글터도서실,충청북도,영동군,학교도서관,토요일+일요일+공휴일,08:40,17:00,00:00,00:00,00:00,00:00,16,12248,0,14,2,7,충청북도 영동군 황간면 남성1길 25,충청북도 영동군 황간초등학교,043-742-4088,92,92,reading.cbe.go. kr,36.2265935844,127.9127684661,2020-12-01,4440000,충청북도 영동군
주곡작은도서관,충청북도,영동군,작은도서관,토요일+일요일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,10,1400,0,0,2,7,충청북도 영동군 영동읍 주곡길 24-11,충청북도 영동군 주곡지역아동센터,043-745-2798,100,87,,36.1748395806,127.8230803170,2020-12-01,4440000,충청북도 영동군
참배움의 집,충청북도,영동군,작은도서관,월요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,15,1890,0,0,2,7,충청북도 영동군 영동읍 매천리 산9-3,충청북도 영동군 영동중앙교회,043-742-2482,80,70,,36.1654611,127.7819328,2020-12-01,4440000,충청북도 영동군
꿈이있는문고,충청북도,영동군,작은도서관,일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,24,2500,0,0,2,7,충청북도 영동군 영동읍 동정로2길 15,충청북도 영동군 꿈이있는지역아동센터,043-742-0691,50,40,,36.1760111,127.7875871995,2020-12-01,4440000,충청북도 영동군
황간면청소년공부방,충청북도,영동군,작은도서관,월요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,72,1600,0,0,2,7,충청북도 영동군 황간면 남성2길 8,충청북도 영동군 황간면주민자치위원회,043-740-5748,300,227,,36.2277318,127.9105144,2020-12-01,4440000,충청북도 영동군
구세군양강도서관,충청북도,영동군,작은도서관,일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,2300,0,0,2,7,충청북도 영동군 양강면 묘동리 310-1,충청북도 영동군 영동지역아동센터,043-742-1032,100,69,,36.1465842,127.7490499,2020-12-01,4440000,충청북도 영동군
묵정마을문고,충청북도,영동군,작은도서관,일요일+공휴일,09:00,18:00,09:00,18:00,00:00,00:00,20,2500,0,0,2,7,충청북도 영동군 양강면 묵정리 377-2,충청북도 영동군 묵정지역아동센터,043-744-1997,100,82,,36.1279645,127.709947,2020-12-01,4440000,충청북도 영동군
